tree_name	euk_clade_rep	prok_taxa	raw_stem_length	median_euk_leaf_dist	stem_length	c-ELW
CBJ28276.1	CBJ28276.1	Deinococcota	0.8632077394027085	0.6197734248	1.392779530166632	0.0243
CBJ28276.1	CBJ28276.1	Actinomycetota	0.625856284	0.6197734248	1.009814649929469	0.0171
CBJ28276.1	EP01133P001756	Asgard	0.9737486314	1.0328852117	0.94274622230028	0.0622
CBJ28276.1	EP01133P001756	Thermotogae	0.9737486314	1.0328852117	0.94274622230028	0.0303
CBJ28276.1	EP01133P001756	Spirochaetota	1.1771375300972915	1.0328852117	1.139659583430254	0.0436
CBJ28276.1	EP01133P001756	Euryarchaeota	0.9737486314	1.0328852117	0.94274622230028	0.0272
CBJ28276.1	EP01133P001756	Deinococcota	0.9737486314	1.0328852117	0.94274622230028	0.00376
CBJ28276.1	EP01133P001756	TACK group	0.9737486314	1.0328852117	0.94274622230028	0.026
CBJ28276.1	EP01133P001756	Gammaproteobacteria	0.9737486314	1.0328852117	0.94274622230028	0.000485
CBJ28276.1	EP01133P001756	Alphaproteobacteria	1.1771375300972915	1.0328852117	1.139659583430254	0.0866
CBJ28276.1	EP01133P001756	Euryarchaeota	0.9737486314	1.0328852117	0.94274622230028	0.00105
CBJ28276.1	EP01133P001756	Mycoplasmatota	1.1771375300972915	1.0328852117	1.139659583430254	0.187
CBJ28276.1	EP01133P001756	Deinococcota	0.9737486314	1.0328852117	0.94274622230028	0.404
CBJ28276.1	EP01133P001756	Actinomycetota	1.1771375300972915	1.0328852117	1.139659583430254	0.128
CBJ29577.1	EP00235P006414	Asgard	0.153705415	1.1669078405	0.1317202693009071	1.0
CBJ29577.1	EP00274P003128	Asgard	0.0255152198247451	1.720033196	0.0148341438316898	1.0
CBJ32131.1	EP00228P003081	Asgard	0.1266080938	0.8264848728	0.1531886401877771	0.5
CBJ32131.1	EP00228P003081	Asgard	0.1590119210999999	0.8264848728	0.1923954404165834	0.5
CBJ32131.1	EP00446P049126	Asgard	0.1976799117	1.11893406	0.1766680618337777	0.91
CBJ32131.1	EP00446P049126	Asgard	0.6069851849	1.11893406	0.5424673415518337	0.0897
CBJ32131.1	EP00899P013021	Asgard	0.0248902975901932	1.3718554656	0.0181435276633221	0.5
CBJ32131.1	EP00899P013021	Asgard	0.0248902975901932	1.3718554656	0.0181435276633221	0.5
CBJ48405.1	EP00557P013333	Asgard	0.215829565	1.01041816435	0.2136042013247483	1.0
CBJ48405.1	EP00903P005576	Asgard	0.3421126759143948	1.629745765	0.2099178186325244	1.0
CBN74130.1	EP00644P006435	Asgard	0.0184295217516812	1.2948392651	0.0142330575295443	1.0
CBN74561.1	EP00192P020804	Deltaproteobacteria	0.0837051953	1.0894904969	0.0768296699587302	1.0
CBN74561.1	EP00084P012414	Deltaproteobacteria	0.0447126449016432	1.1412184539	0.0391797422735693	1.0
CBN77951.1	EP00150P002533	Asgard	0.0748995815973092	1.51657874695	0.0493872024436186	0.116
CBN77951.1	EP00150P002533	Deltaproteobacteria	0.0748995815973092	1.51657874695	0.0493872024436186	0.304
CBN77951.1	EP00150P002533	Betaproteobacteria	0.0748995815973092	1.51657874695	0.0493872024436186	0.0602
CBN77951.1	EP00150P002533	Myxococcota	0.0748995815973092	1.51657874695	0.0493872024436186	0.304
CBN77951.1	EP00150P002533	Deltaproteobacteria	0.0748995815973092	1.51657874695	0.0493872024436186	0.216
CBN77951.1	EP01137P026702	Asgard	0.2121172249	1.4607682199	0.1452093645044666	0.084
CBN77951.1	EP01137P026702	Deltaproteobacteria	0.2121172249	1.4607682199	0.1452093645044666	0.215
CBN77951.1	EP01137P026702	Betaproteobacteria	0.2121172249	1.4607682199	0.1452093645044666	0.147
CBN77951.1	EP01137P026702	Myxococcota	0.2121172249	1.4607682199	0.1452093645044666	0.436
CBN77951.1	EP01137P026702	Deltaproteobacteria	0.2121172249	1.4607682199	0.1452093645044666	0.117
CEM00025.1	EP00117P039003	Asgard	0.7299956391583752	1.9827302036	0.3681769904109687	0.15
CEM00025.1	EP00117P039003	Deltaproteobacteria	0.7299956391583752	1.9827302036	0.3681769904109687	0.0562
CEM00025.1	EP00117P039003	Deltaproteobacteria	0.2910133883	1.9827302036	0.1467740733316178	0.519
CEM00025.1	EP00117P039003	Betaproteobacteria	0.7299956391583752	1.9827302036	0.3681769904109687	0.0556
CEM00025.1	EP00117P039003	Myxococcota	0.7299956391583752	1.9827302036	0.3681769904109687	0.0959
CEM00025.1	EP00117P039003	Deltaproteobacteria	0.7299956391583752	1.9827302036	0.3681769904109687	0.123
CEM00025.1	EP00183P006160	Asgard	0.0875992205	1.6197159635	0.0540830753502665	0.0112
CEM00025.1	EP00183P006160	Deltaproteobacteria	0.0875992205	1.6197159635	0.0540830753502665	0.222
CEM00025.1	EP00183P006160	Deltaproteobacteria	0.1819590288416248	1.6197159635	0.1123400848926836	0.0329
CEM00025.1	EP00183P006160	Betaproteobacteria	0.0875992205	1.6197159635	0.0540830753502665	0.104
CEM00025.1	EP00183P006160	Myxococcota	0.0875992205	1.6197159635	0.0540830753502665	0.417
CEM00025.1	EP00183P006160	Deltaproteobacteria	0.0875992205	1.6197159635	0.0540830753502665	0.213
CEM23179.1	EP00019P004283	Asgard	0.5008441817336893	1.62308717155	0.3085750355942977	1.73e-58
CEM23179.1	EP00019P004283	Thermodesulfobacteriota	0.5008441817336893	1.62308717155	0.3085750355942977	6.26e-12
CEM23179.1	EP00019P004283	Thermodesulfobacteriota	0.5008441817336893	1.62308717155	0.3085750355942977	0.0247
CEM23179.1	EP00019P004283	Thermodesulfobacteriota	0.5008441817336893	1.62308717155	0.3085750355942977	1.7600000000000006e-58
CEM23179.1	EP00019P004283	Thermodesulfobacteriota	0.5008441817336893	1.62308717155	0.3085750355942977	0.975
CEM23179.1	EP00019P004283	Thermodesulfobacteriota	0.5008441817336893	1.62308717155	0.3085750355942977	2.32e-23
CEM23179.1	OAD08625.1	Asgard	1.8413291365	-1.0	1.8413291365	6.42e-37
CEM23179.1	OAD08625.1	Thermodesulfobacteriota	1.8413291365	-1.0	1.8413291365	6.79e-12
CEM23179.1	OAD08625.1	Thermodesulfobacteriota	1.185074966	-1.0	1.185074966	0.989
CEM23179.1	OAD08625.1	Thermodesulfobacteriota	1.8413291365	-1.0	1.8413291365	6.450000000000001e-37
CEM23179.1	OAD08625.1	Thermodesulfobacteriota	2.3325582832	-1.0	2.3325582832	0.0109
CEM23179.1	OAD08625.1	Thermodesulfobacteriota	1.8413291365	-1.0	1.8413291365	4.97e-22
CEM32848.1	EP00747P059552	Asgard	0.1791676968	1.6615216836500002	0.1078334989925666	0.0118
CEM32848.1	EP00747P059552	Deltaproteobacteria	0.1791676968	1.6615216836500002	0.1078334989925666	0.329
CEM32848.1	EP00747P059552	Betaproteobacteria	0.1791676968	1.6615216836500002	0.1078334989925666	0.131
CEM32848.1	EP00747P059552	Myxococcota	0.1791676968	1.6615216836500002	0.1078334989925666	0.459
CEM32848.1	EP00747P059552	Deltaproteobacteria	0.1791676968	1.6615216836500002	0.1078334989925666	0.0695
CEM35029.1	EP00445P095245	Deinococcota	0.8791196286999999	1.3404105133	0.6558585000468752	0.049
CEM35029.1	EP00445P095245	PVC group	0.1382791436	1.3404105133	0.1031617868018403	0.717
CEM35029.1	EP00445P095245	PVC group	0.1382791436	1.3404105133	0.1031617868018403	0.196
CEM35029.1	EP00445P095245	FCB group	1.044223361340333	1.3404105133	0.7790325060712375	1.45e-20
CEM35029.1	EP00445P095245	FCB group	1.044223361340333	1.3404105133	0.7790325060712375	2.72e-15
CEM35029.1	EP00445P095245	FCB group	1.044223361340333	1.3404105133	0.7790325060712375	1.65e-15
CEM35029.1	EP00445P095245	Deinococcota	1.044223361340333	1.3404105133	0.7790325060712375	0.0319
CEM35029.1	EP00445P095245	PVC group	1.044223361340333	1.3404105133	0.7790325060712375	9.06e-13
CEM35029.1	EP00445P095245	FCB group	1.044223361340333	1.3404105133	0.7790325060712375	8.38e-05
CEM35029.1	EP00445P095245	FCB group	1.044223361340333	1.3404105133	0.7790325060712375	0.00503
CEM35029.1	EP00445P095245	Cyanobacteriota	1.044223361340333	1.3404105133	0.7790325060712375	0.000416
CEM35029.1	EP00445P095245	FCB group	1.044223361340333	1.3404105133	0.7790325060712375	0.000599
CEM35029.1	EP00548P002708	Deinococcota	0.6295541067	1.08231979695	0.5816710629095917	0.0813
CEM35029.1	EP00548P002708	PVC group	0.0845150872	1.08231979695	0.0780869826442843	0.655
CEM35029.1	EP00548P002708	PVC group	0.0845150872	1.08231979695	0.0780869826442843	0.239
CEM35029.1	EP00548P002708	FCB group	0.794657839340333	1.08231979695	0.7342172263500081	2.56e-17
CEM35029.1	EP00548P002708	FCB group	0.794657839340333	1.08231979695	0.7342172263500081	1.53e-25
CEM35029.1	EP00548P002708	FCB group	0.794657839340333	1.08231979695	0.7342172263500081	1.4499999999999998e-23
CEM35029.1	EP00548P002708	Deinococcota	0.794657839340333	1.08231979695	0.7342172263500081	0.0192
CEM35029.1	EP00548P002708	PVC group	0.794657839340333	1.08231979695	0.7342172263500081	4.58e-08
CEM35029.1	EP00548P002708	FCB group	0.794657839340333	1.08231979695	0.7342172263500081	0.000102
CEM35029.1	EP00548P002708	FCB group	0.794657839340333	1.08231979695	0.7342172263500081	0.00574
CEM35029.1	EP00548P002708	Cyanobacteriota	0.794657839340333	1.08231979695	0.7342172263500081	1.86e-13
CEM35029.1	EP00548P002708	FCB group	0.794657839340333	1.08231979695	0.7342172263500081	1.04e-05
CEM35029.1	EP01134P004001	Chlamydiia	0.6361924449	1.7833596942	0.3567381538166873	0.0162
CEM35029.1	EP01134P004001	PVC group	0.7550883613	1.7833596942	0.4234077756471479	0.185
CEM35029.1	EP01134P004001	Deinococcota	1.726699389759667	1.7833596942	0.9682283363111722	0.195
CEM35029.1	EP01134P004001	Deinococcota	0.6361924449	1.7833596942	0.3567381538166873	0.214
CEM35029.1	EP01134P004001	PVC group	1.3589083413	1.7833596942	0.7619934137345157	0.00152
CEM35029.1	EP01134P004001	FCB group	1.3589083413	1.7833596942	0.7619934137345157	0.00641
CEM35029.1	EP01134P004001	FCB group	1.3589083413	1.7833596942	0.7619934137345157	0.00086
CEM35029.1	EP01134P004001	PVC group	1.3589083413	1.7833596942	0.7619934137345157	0.000673
CEM35029.1	EP01134P004001	FCB group	1.5304401096	1.7833596942	0.858178030252356	0.199
CEM35029.1	EP01134P004001	Cyanobacteriota	1.2586094317	1.7833596942	0.7057518658705593	0.0786
CEM35029.1	EP01134P004001	FCB group	1.4445924505	1.7833596942	0.8100398675590972	0.00165
CEM35029.1	EP01134P004001	Deinococcota	1.2586094317	1.7833596942	0.7057518658705593	0.102
CEO97164.1	EP00515P017433	Chlamydiia	0.1651069033	0.9798970618	0.1684941303902989	1.0
CEO97164.1	EP00222P002862	Chlamydiia	0.0590426079574708	1.23119414505	0.0479555626501724	1.0
CEO97254.1	EP00021P004021	Asgard	0.9842272072	1.4852667102	0.6626602484529314	0.869
CEO97254.1	EP00021P004021	Myxococcota	1.8961429992239611	1.4852667102	1.2766346853412167	0.00072
CEO97254.1	EP00021P004021	Gammaproteobacteria	1.8961429992239611	1.4852667102	1.2766346853412167	0.0267
CEO97254.1	EP00021P004021	Gammaproteobacteria	1.8961429992239611	1.4852667102	1.2766346853412167	0.0227
CEO97254.1	EP00021P004021	Deinococcota	1.8961429992239611	1.4852667102	1.2766346853412167	0.00192
CEO97254.1	EP00021P004021	Gammaproteobacteria	1.8961429992239611	1.4852667102	1.2766346853412167	0.0489
CEO97254.1	EP00021P004021	Myxococcota	1.8961429992239611	1.4852667102	1.2766346853412167	0.00131
CEO97254.1	EP00021P004021	Gammaproteobacteria	1.8961429992239611	1.4852667102	1.2766346853412167	0.0268
CEO97254.1	EP00021P004021	Alphaproteobacteria	1.8961429992239611	1.4852667102	1.2766346853412167	8.56e-05
CEO97254.1	EP00021P004021	Cyanobacteriota	1.8961429992239611	1.4852667102	1.2766346853412167	0.000977
CEO97254.1	EP00021P004021	Gammaproteobacteria	1.8961429992239611	1.4852667102	1.2766346853412167	0.000143
CEO97254.1	EP00021P004021	Cyanobacteriota	1.8961429992239611	1.4852667102	1.2766346853412167	0.000313
CEO97495.1	EP00873P004643	Asgard	0.3038467196	0.9622049902999998	0.3157816917009187	1.0
CEO97495.1	EP01047P066888	Asgard	0.0818917152	1.25204556375	0.0654063378929487	1.0
CEO97495.1	EP00327P019750	Asgard	0.0201130972520106	1.5003994863	0.0134051613824594	1.0
CEO98890.1	EP01119P025580	Asgard	1.4680846535415462	1.3803266301	1.0635777224954273	0.0306
CEO98890.1	EP01119P025580	FCB group	1.4680846535415462	1.3803266301	1.0635777224954273	0.0307
CEO98890.1	EP01119P025580	Thermodesulfobacteriota	0.5794644247	1.3803266301	0.4198023946390281	0.469
CEO98890.1	EP01119P025580	Acidobacteriota	0.5794644247	1.3803266301	0.4198023946390281	0.469
CEO99264.1	EP01113P051104	Asgard	0.5979767890000001	1.25104736165	0.4779809360784963	0.0345
CEO99264.1	EP01113P051104	Asgard	0.6823528274	1.25104736165	0.5454252559232037	0.0157
CEO99264.1	EP01113P051104	Asgard	0.6823528274	1.25104736165	0.5454252559232037	0.204
CEO99264.1	EP01113P051104	Betaproteobacteria	0.8460403963	1.25104736165	0.6762656812481996	0.00158
CEO99264.1	EP01113P051104	Asgard	0.5979767890000001	1.25104736165	0.4779809360784963	0.0287
CEO99264.1	EP01113P051104	Alphaproteobacteria	0.6823528274	1.25104736165	0.5454252559232037	0.00403
CEO99264.1	EP01113P051104	Deinococcota	0.1674205324	1.25104736165	0.1338242959716488	0.515
CEO99264.1	EP01113P051104	Betaproteobacteria	0.5979767890000001	1.25104736165	0.4779809360784963	0.00401
CEO99264.1	EP01113P051104	Actinomycetota	0.5979767890000001	1.25104736165	0.4779809360784963	0.00645
CEO99264.1	EP01113P051104	Actinomycetota	0.8741993765085078	1.25104736165	0.6987740059301437	0.087
CEO99264.1	EP01113P051104	Betaproteobacteria	0.8460403963	1.25104736165	0.6762656812481996	0.025
CEO99264.1	EP01113P051104	Actinomycetota	0.5979767890000001	1.25104736165	0.4779809360784963	0.0742
CEP00506.1	EP00047P005128	Thermotogae	0.0592361589	0.76332474185	0.0776028283276063	1.0
CEP00506.1	EP01110P011021	Thermotogae	0.0328994139930469	0.9275798907	0.0354680112439903	1.0
CEP02355.1	EP00372P005258	Asgard	1.032708155	1.66847663985	0.6189527203046983	0.604
CEP02355.1	EP00372P005258	Deltaproteobacteria	2.599767138389201	1.66847663985	1.5581681375071132	0.00164
CEP02355.1	EP00372P005258	Myxococcota	2.599767138389201	1.66847663985	1.5581681375071132	0.108
CEP02355.1	EP00372P005258	Thermodesulfobacteriota	2.599767138389201	1.66847663985	1.5581681375071132	0.00109
CEP02355.1	EP00372P005258	Gammaproteobacteria	2.599767138389201	1.66847663985	1.5581681375071132	0.0058
CEP02355.1	EP00372P005258	Alphaproteobacteria	2.5541788784	1.66847663985	1.5308448541596762	0.0739
CEP02355.1	EP00372P005258	Myxococcota	2.599767138389201	1.66847663985	1.5581681375071132	0.00342
CEP02355.1	EP00372P005258	FCB group	1.7056005119	1.66847663985	1.022250159914338	0.0511
CEP02355.1	EP00372P005258	Alphaproteobacteria	2.4178834704	1.66847663985	1.4491563217914596	0.0833
CEP02355.1	EP00372P005258	Campylobacterota	2.4178834704	1.66847663985	1.4491563217914596	0.00598
CEP02355.1	EP00372P005258	Alphaproteobacteria	2.4332942295999995	1.66847663985	1.45839274670262	0.0526
CEP02355.1	EP00372P005258	Betaproteobacteria	2.2070438767	1.66847663985	1.322789797583512	0.00869
CEP02664.1	EP00742P024275	Asgard	0.1730567247559279	1.6939337418	0.1021626292017981	0.0113
CEP02664.1	EP00742P024275	Chloroflexota	0.1333900101	1.6939337418	0.0787457069945709	0.146
CEP02664.1	EP00742P024275	Deltaproteobacteria	0.1333900101	1.6939337418	0.0787457069945709	0.0318
CEP02664.1	EP00742P024275	Nitrospirota	0.1333900101	1.6939337418	0.0787457069945709	0.0566
CEP02664.1	EP00742P024275	Nitrospirota	0.1730567247559279	1.6939337418	0.1021626292017981	0.124
CEP02664.1	EP00742P024275	Cyanobacteriota	0.1333900101	1.6939337418	0.0787457069945709	0.102
CEP02664.1	EP00742P024275	Deinococcota	0.1333900101	1.6939337418	0.0787457069945709	0.0644
CEP02664.1	EP00742P024275	Myxococcota	0.1730567247559279	1.6939337418	0.1021626292017981	0.129
CEP02664.1	EP00742P024275	Nitrospirota	0.085870048	1.6939337418	0.0506926840649346	0.218
CEP02664.1	EP00742P024275	Myxococcota	0.1333900101	1.6939337418	0.0787457069945709	0.0123
CEP02664.1	EP00742P024275	Myxococcota	0.1333900101	1.6939337418	0.0787457069945709	0.0324
CEP02664.1	EP00742P024275	Nitrospirota	0.1333900101	1.6939337418	0.0787457069945709	0.0723
CEP02783.1	CEP00702.1	Asgard	0.0621154623	1.3172995901	0.0471536336660399	1.0
CEP02783.1	SPR00849.1	Asgard	0.054427493171155	1.0636231671	0.0511717823141754	1.0
EP00001P000983	EP00964P009771	Alphaproteobacteria	1.9360315896	1.7678446001	1.095136749853741	0.0778
EP00001P000983	EP00964P009771	Asgard	1.9360315896	1.7678446001	1.095136749853741	0.415
EP00001P000983	EP00964P009771	Cyanobacteriota	1.3842238227	1.7678446001	0.7830008489556718	0.0118
EP00001P000983	EP00964P009771	Betaproteobacteria	0.9829288978	1.7678446001	0.5560041294039079	0.0899
EP00001P000983	EP00964P009771	Gammaproteobacteria	0.9829288978	1.7678446001	0.5560041294039079	0.000121
EP00001P000983	EP00964P009771	Alphaproteobacteria	2.0422062636	1.7678446001	1.1551955774192375	0.313
EP00001P000983	EP00964P009771	Cyanobacteriota	2.0422062636	1.7678446001	1.1551955774192375	0.0791
EP00001P000983	EP00964P009771	Actinomycetota	0.9829288978	1.7678446001	0.5560041294039079	0.000372
EP00001P000983	EP00964P009771	Betaproteobacteria	0.9829288978	1.7678446001	0.5560041294039079	0.000101
EP00001P000983	EP00964P009771	Gammaproteobacteria	0.9829288978	1.7678446001	0.5560041294039079	0.000304
EP00001P000983	EP00964P009771	Actinomycetota	0.9829288978	1.7678446001	0.5560041294039079	0.000372
EP00001P000983	EP00964P009771	Betaproteobacteria	1.3842238227	1.7678446001	0.7830008489556718	0.0118
EP00001P024702	EP00178P017270	Asgard	0.3592943687687566	1.9736667366	0.1820440918955276	1.0
